user_id,Deductive Reasoning,Mathematical Reasoning,Memorization,Perceptual Speed,Problem Sensitivity,Selective Attention,Speed of Closure,Time Sharing,Written Comprehension,ability_count
516976,0.48677497986433954,,-0.7639965366306496,,,-0.5510007170156335,0.2973963329053814,0.2513796155281952,,5
522107,0.30089888371782564,,-0.21393387174501047,,,0.3153005452661959,1.5312143761289032,0.47118599330384026,,5
524127,,-0.3391972960947807,-1.434908132326854,-0.7879319081221803,0.10261727910330726,0.8097826491517652,,-1.2327244503056307,1.4101972633756048,7
525144,,1.5743422803305174,0.4016738733114525,0.11505592041404211,0.2063718032935115,0.2666234020208148,,0.6346845267328636,0.34920329127592636,7
534599,0.30089888371782564,,-1.0390278690734691,,,0.026533457838919427,-0.4428944930287316,-2.825909673330836,,5
538214,-0.8143576931612578,,-0.7639965366306496,,,0.17091700155255765,-1.429948927607549,0.9107987488551305,,5
550357,0.11502278757131174,,0.0610974606978091,,,0.3153005452661959,-0.19613088438402726,-0.6278458955743852,,5
551724,0.30089888371782564,,0.0610974606978091,,,0.3153005452661959,-2.6637669708310705,0.9107987488551305,,5
553758,-0.07085330857520218,,0.0610974606978091,,,0.17091700155255765,0.2973963329053814,-1.5070714066769655,,5
562105,,-0.3391972960947807,-0.5939968984914267,0.3157198823109804,0.025375421320251834,0.11143504569768607,,-1.2327244503056307,1.940694249425444,7
580279,-1.3719859816007995,,-0.48896520418783007,,,0.026533457838919427,0.05063272426067709,-0.4080395177987401,,5
588707,0.48677497986433954,,1.436254122911907,,,0.3153005452661959,0.7909235501947901,-0.8476522733500303,,5
627954,-0.25672940472171607,,-0.48896520418783007,,,0.17091700155255765,0.05063272426067709,-0.6278458955743852,,5
653290,-1.1861098854542858,,-0.48896520418783007,,,0.026533457838919427,-0.4428944930287316,-1.9466841622282558,,5
681343,0.30089888371782564,,-0.48896520418783007,,,-0.1178500858747188,1.0376871588394945,1.1306051266307755,,5
718611,-1.0002337893077717,,-0.7639965366306496,,,-0.40661717330199526,-0.19613088438402726,0.03157323775255009,,5
732734,-1.5578620777473136,,-0.7639965366306496,,,-1.9948361541520159,-0.19613088438402726,0.2513796155281952,,5
746564,-1.5578620777473136,,0.0610974606978091,,,0.3153005452661959,-0.6896581016734359,0.03157323775255009,,5
764264,-1.0002337893077717,,0.33612879314062866,,,0.026533457838919427,1.5312143761289032,0.6909923710794854,,5
782552,0.30089888371782564,,-0.7639965366306496,,,0.3153005452661959,1.0376871588394945,0.2513796155281952,,5
799395,,1.1491112633471177,0.4151853760771197,0.5163838442079187,-0.4897233733293436,-0.6645067359179575,,-0.29901996178638357,0.8797002773257656,7
808146,,-1.6148903470449794,-1.8949119028634553,-0.7879319081221803,0.880744193400564,-0.04375331062544264,,-0.29901996178638357,-0.4465421877988325,7
826549,0.11502278757131174,,2.2613481202403656,,,-0.1178500858747188,1.2844507674841987,0.6909923710794854,,5
859402,-1.7437381738938273,,-0.21393387174501047,,,0.3153005452661959,-0.6896581016734359,-2.386296917779546,,5
861252,-1.0002337893077717,,-1.0390278690734691,,,0.3153005452661959,-0.19613088438402726,0.9107987488551305,,5
870127,-1.0002337893077717,,0.0610974606978091,,,0.17091700155255765,-0.19613088438402726,-0.18823314002309502,,5
871057,0.30089888371782564,,-0.21393387174501047,,,0.3153005452661959,0.2973963329053814,0.47118599330384026,,5
875077,0.48677497986433954,,-0.48896520418783007,,,0.026533457838919427,0.2973963329053814,0.03157323775255009,,5
879163,-1.0002337893077717,,-0.48896520418783007,,,-0.1178500858747188,1.2844507674841987,0.47118599330384026,,5
885851,,-0.12658178760308095,0.3065395553605119,0.7170478061048571,-0.3060036387592898,-0.35413002327170007,,-2.1664289388248776,-1.5075361598985109,7
897265,,-0.12658178760308095,0.4151853760771197,0.21538790136251126,0.5309584904457054,0.2666234020208148,,-1.2327244503056307,1.144948770350685,7
906323,1.787907652889937,,1.1612227904690875,,,0.17091700155255765,0.2973963329053814,0.9107987488551305,,5
919297,0.6726510760108535,,0.33612879314062866,,,0.3153005452661959,0.5441599415500857,0.2513796155281952,,5
931179,1.2302793644503953,,-0.21393387174501047,,,0.3153005452661959,0.2973963329053814,1.3504115044064207,,5
941862,1.6020315567434231,,0.6111601255834482,,,0.17091700155255765,-0.19613088438402726,1.1306051266307755,,5
946516,,0.08603372088861884,-0.306715412445866,-2.4935755842461558,-0.6020751664683333,0.11143504569768607,,-0.29901996178638357,0.34920329127592636,7
989718,-1.3719859816007995,,-0.21393387174501047,,,-1.8504526104383776,0.7909235501947901,0.03157323775255009,,5
994672,1.787907652889937,,0.8861914580262679,,,0.3153005452661959,1.2844507674841987,0.2513796155281952,,5
1014553,-1.5578620777473136,,-0.7639965366306496,,,0.3153005452661959,-0.9364217103181403,-1.7268777844526106,,5
1015937,-1.0002337893077717,,0.0610974606978091,,,0.3153005452661959,-0.6896581016734359,0.2513796155281952,,5
1017540,-0.25672940472171607,,0.33612879314062866,,,0.3153005452661959,-0.19613088438402726,0.6909923710794854,,5
1027843,-1.3719859816007995,,0.0610974606978091,,,0.3153005452661959,0.7909235501947901,0.2513796155281952,,5
1035235,0.11502278757131174,,0.33612879314062866,,,0.3153005452661959,0.5441599415500857,0.2513796155281952,,5
1039421,1.0444032683038813,,-0.21393387174501047,,,0.3153005452661959,0.2973963329053814,0.03157323775255009,,5
1056155,-0.6284815970147439,,-0.48896520418783007,,,0.3153005452661959,0.2973963329053814,0.6909923710794854,,5
1078630,-0.6284815970147439,,-0.21393387174501047,,,0.026533457838919427,-0.6896581016734359,0.6909923710794854,,5
1108699,0.8585271721573674,,-0.7639965366306496,,,-0.1178500858747188,-0.19613088438402726,-0.18823314002309502,,5
1117544,-0.07085330857520218,,1.986316787797546,,,0.17091700155255765,0.05063272426067709,-0.18823314002309502,,5
1124824,-1.1861098854542858,,-1.0390278690734691,,,0.3153005452661959,-1.9234761448969577,0.47118599330384026,,5
1292447,-0.44260550086823003,,0.33612879314062866,,,0.3153005452661959,0.2973963329053814,0.6909923710794854,,5
1375186,,0.7238802463637182,0.782257348732899,-0.9885958700191186,-0.4591416865916412,-0.4317242014332644,,-1.2327244503056307,0.34920329127592636,7
1379456,1.6020315567434231,,1.436254122911907,,,0.17091700155255765,0.2973963329053814,0.47118599330384026,,5
1398361,,1.9995732973139169,0.5231970238051803,2.021363558434956,-0.46435877764139033,-0.8972892704026506,,0.6346845267328636,0.08395479825100673,7
1412046,,-0.12658178760308095,-0.8496103441448349,-1.289591812864526,0.5180625870225273,0.11143504569768607,,-0.29901996178638357,-0.4465421877988325,7
1429451,-0.25672940472171607,,-0.48896520418783007,,,0.3153005452661959,-0.19613088438402726,0.2513796155281952,,5
1430783,1.2302793644503953,,0.0610974606978091,,,0.3153005452661959,1.0376871588394945,0.03157323775255009,,5
1432957,0.48677497986433954,,-0.48896520418783007,,,0.17091700155255765,0.2973963329053814,0.03157323775255009,,5
1441634,,0.7238802463637182,0.7734610712186365,1.2187077108472029,-0.07270278353252503,0.11143504569768607,,1.5683890152521107,-0.18129369477391288,7
1506919,-1.3719859816007995,,-0.7639965366306496,,,0.17091700155255765,-0.4428944930287316,0.47118599330384026,,5
1532766,1.2302793644503953,,-1.0390278690734691,,,0.026533457838919427,0.05063272426067709,0.2513796155281952,,5
1539579,1.2302793644503953,,0.33612879314062866,,,0.026533457838919427,0.2973963329053814,1.1306051266307755,,5
1543487,-0.25672940472171607,,-0.48896520418783007,,,0.026533457838919427,1.0376871588394945,-0.4080395177987401,,5
1543572,,-1.1896593300615799,0.1705707280080925,-2.7945715270915636,1.0689601594595743,0.03384086753612171,,-1.2327244503056307,-0.9770391738486718,7
1553778,-1.0002337893077717,,1.436254122911907,,,-0.5510007170156335,-0.19613088438402726,-0.8476522733500303,,5
1564227,0.11502278757131174,,1.436254122911907,,,0.3153005452661959,1.2844507674841987,-0.8476522733500303,,5
1576446,,0.7238802463637182,-0.05237031276955212,0.01472393946557296,-0.8011845429145202,0.4218117583439435,,0.6346845267328636,-0.7117906808237521,7
1622150,1.0444032683038813,,0.0610974606978091,,,0.026533457838919427,-1.6767125362522532,0.9107987488551305,,5
1702668,-1.5578620777473136,,-0.7639965366306496,,,0.3153005452661959,-1.1831853189628445,-0.6278458955743852,,5
1728810,-0.8143576931612578,,-0.48896520418783007,,,0.3153005452661959,-0.6896581016734359,0.03157323775255009,,5
1780185,,-0.7644283130781803,-0.27875823282150725,-0.8882638890706495,0.3567864985290687,0.8873768273133297,,0.6346845267328636,0.08395479825100673,7
1785541,-0.44260550086823003,,-0.48896520418783007,,,0.3153005452661959,0.7909235501947901,-1.2872650289013206,,5
1825402,0.11502278757131174,,-0.21393387174501047,,,0.3153005452661959,0.2973963329053814,-0.18823314002309502,,5
1850683,0.11502278757131174,,-0.48896520418783007,,,0.17091700155255765,-1.429948927607549,0.2513796155281952,,5
1860793,0.30089888371782564,,-0.21393387174501047,,,0.3153005452661959,-0.19613088438402726,-0.18823314002309502,,5
1882515,-1.1861098854542858,,-0.48896520418783007,,,0.3153005452661959,1.0376871588394945,-0.4080395177987401,,5
1892249,0.8585271721573674,,-0.21393387174501047,,,0.3153005452661959,-2.170239753541662,0.2513796155281952,,5
1941429,-0.25672940472171607,,-0.21393387174501047,,,-6.4707260092748005,1.0376871588394945,1.1306051266307755,,5
1963406,-1.1861098854542858,,-0.21393387174501047,,,0.3153005452661959,0.7909235501947901,0.9107987488551305,,5
1979860,,-0.5518128045864805,-1.01905950405461,,-0.4927911628808402,-0.04375331062544264,,,-0.9770391738486718,5
2035472,-0.6284815970147439,,-1.0390278690734691,,,0.3153005452661959,-0.4428944930287316,-0.8476522733500303,,5
2049199,,-0.9770438215698801,-1.4389891845897118,-1.189259831916057,-0.15243837976853544,-0.121347488787007,,-1.2327244503056307,-0.18129369477391288,7
2084124,,-0.3391972960947807,1.01148196184352,0.9177117680017954,-1.0236240048833838,-0.4317242014332644,,-0.29901996178638357,0.34920329127592636,7
2085430,-1.0002337893077717,,-0.48896520418783007,,,0.3153005452661959,-0.9364217103181403,-0.4080395177987401,,5
2090144,-0.25672940472171607,,0.0610974606978091,,,0.17091700155255765,0.2973963329053814,0.03157323775255009,,5
2109992,0.48677497986433954,,-0.7639965366306496,,,0.3153005452661959,1.2844507674841987,-0.4080395177987401,,5
2171172,,0.7238802463637182,0.5533567234996577,2.021363558434956,-0.6088675393956811,-0.6645067359179575,,1.5683890152521107,-0.9770391738486718,7
2179029,-1.3719859816007995,,-0.21393387174501047,,,0.026533457838919427,-0.9364217103181403,-2.386296917779546,,5
2197328,0.11502278757131174,,-0.48896520418783007,,,0.3153005452661959,1.2844507674841987,-2.606103295555191,,5
2203959,-1.7437381738938273,,-0.7639965366306496,,,0.3153005452661959,-0.19613088438402726,-0.8476522733500303,,5
2247897,0.11502278757131174,,-0.21393387174501047,,,0.3153005452661959,0.05063272426067709,0.9107987488551305,,5
2254440,-0.07085330857520218,,-0.7639965366306496,,,0.3153005452661959,0.5441599415500857,0.9107987488551305,,5
2265290,-1.1861098854542858,,-0.21393387174501047,,,0.3153005452661959,0.05063272426067709,-0.18823314002309502,,5
2294880,,0.5112647378720184,-0.7752052753855622,0.01472393946557296,-0.18574341910303205,-0.04375331062544264,,0.6346845267328636,0.6144517843008459,7
2297731,-1.1861098854542858,,-0.7639965366306496,,,0.026533457838919427,-0.4428944930287316,-0.18823314002309502,,5
2306668,,-1.1896593300615799,-1.5209221848861525,-0.7879319081221803,0.7391563812576313,3.9135497756143396,,0.6346845267328636,-0.9770391738486718,7
2320963,-0.25672940472171607,,-0.48896520418783007,,,0.026533457838919427,-1.1831853189628445,-2.386296917779546,,5
2360285,,-0.7644283130781803,-0.39776867813394895,-0.3866039843283037,-0.11663960198108385,-0.04375331062544264,,0.6346845267328636,-0.7117906808237521,7
2386797,-0.07085330857520218,,1.436254122911907,,,0.17091700155255765,0.05063272426067709,0.03157323775255009,,5
2410506,-0.25672940472171607,,1.1612227904690875,,,0.3153005452661959,-0.4428944930287316,0.47118599330384026,,5
2412663,-1.0002337893077717,,0.6111601255834482,,,-0.1178500858747188,1.5312143761289032,0.6909923710794854,,5
2413362,1.787907652889937,,0.0610974606978091,,,0.3153005452661959,0.7909235501947901,1.1306051266307755,,5
2422300,0.6726510760108535,,-0.21393387174501047,,,0.17091700155255765,0.2973963329053814,-0.18823314002309502,,5
2457401,0.8585271721573674,,-0.7639965366306496,,,-0.1178500858747188,-0.9364217103181403,-0.8476522733500303,,5
2475028,1.0444032683038813,,0.6111601255834482,,,-0.1178500858747188,-0.19613088438402726,-0.6278458955743852,,5
2492977,0.8585271721573674,,-1.0390278690734691,,,0.17091700155255765,1.0376871588394945,0.2513796155281952,,5
2497788,,1.1491112633471177,0.41926642833997735,0.5163838442079187,-0.6093267676833594,-0.35413002327170007,,-0.29901996178638357,1.144948770350685,7
2526355,1.2302793644503953,,1.1612227904690875,,,0.3153005452661959,1.2844507674841987,1.3504115044064207,,5
2527627,0.11502278757131174,,0.33612879314062866,,,0.3153005452661959,-0.19613088438402726,-0.8476522733500303,,5
2543915,0.6726510760108535,,-0.7639965366306496,,,-0.1178500858747188,1.0376871588394945,1.1306051266307755,,5
2601895,-1.1861098854542858,,-0.7639965366306496,,,-0.9841513481565481,-0.9364217103181403,-1.7268777844526106,,5
2643826,,0.7238802463637182,0.2032431328838561,-0.587267946225242,-0.35108852792704426,0.34421758018237913,,-0.29901996178638357,0.08395479825100673,7
2665418,-0.25672940472171607,,-0.48896520418783007,,,0.17091700155255765,0.7909235501947901,0.6909923710794854,,5
2681205,,-0.3391972960947807,0.18344805778521256,0.21538790136251126,-0.21970528373977075,0.34421758018237913,,0.6346845267328636,1.144948770350685,7
2736263,1.0444032683038813,,-0.7639965366306496,,,-0.1178500858747188,0.2973963329053814,1.1306051266307755,,5
2802950,,0.08603372088861884,0.08423268757141439,0.4160518632594496,-0.3735001568743643,0.11143504569768607,,0.6346845267328636,0.8797002773257656,7
2871146,0.6726510760108535,,0.33612879314062866,,,0.3153005452661959,0.5441599415500857,1.1306051266307755,,5
2898291,0.11502278757131174,,1.986316787797546,,,0.026533457838919427,0.2973963329053814,0.2513796155281952,,5
3028994,,0.5112647378720184,0.6374922438662172,0.7170478061048571,-0.8274675951778301,-0.5869125577563932,,2.502093503771358,0.08395479825100673,7
3083161,0.48677497986433954,,-0.7639965366306496,,,0.026533457838919427,0.7909235501947901,-0.18823314002309502,,5
3086431,0.30089888371782564,,0.6111601255834482,,,0.3153005452661959,-0.19613088438402726,1.5702178821820658,,5
3139847,-1.1861098854542858,,1.7112854553547265,,,0.3153005452661959,0.2973963329053814,-0.4080395177987401,,5
3251686,,-0.12658178760308095,0.5533567234996577,-0.18594002243136534,-0.10236601369487101,-0.35413002327170007,,0.6346845267328636,1.144948770350685,7
3271841,1.2302793644503953,,-0.48896520418783007,,,0.17091700155255765,1.0376871588394945,-0.6278458955743852,,5
3352705,,-1.6148903470449794,0.2858103061688442,-0.2862720033798345,-0.8362944782704546,-0.35413002327170007,,1.5683890152521107,1.144948770350685,7
3364621,-0.8143576931612578,,-1.0390278690734691,,,0.3153005452661959,0.5441599415500857,-2.1664905400039007,,5
3446307,,-0.3391972960947807,-0.008699110309407565,-0.6875999271737111,-0.48745924902022775,-0.121347488787007,,-0.29901996178638357,0.8797002773257656,7
3497392,-0.07085330857520218,,-0.21393387174501047,,,-0.5510007170156335,0.7909235501947901,0.47118599330384026,,5
3576926,0.8585271721573674,,1.1612227904690875,,,0.026533457838919427,1.2844507674841987,-0.4080395177987401,,5
3706442,,0.2986492293803186,1.0004831642591387,-0.08560804148289619,-0.3914155543327277,-0.5093183795948287,,0.6346845267328636,1.4101972633756048,7
3827973,,-2.252736872520079,0.538276873652419,0.01472393946557296,-1.306997226183813,-0.6645067359179575,,-0.29901996178638357,-0.18129369477391288,7
3993733,,0.2986492293803186,1.0893339098771033,0.9177117680017954,-0.1571962425306064,1.7409127870905377,,0.6346845267328636,-1.2422876668735914,7
3994883,,0.936495754855418,0.4233474806028349,-0.3866039843283037,-0.704681619939342,0.18902922385925042,,1.5683890152521107,1.4101972633756048,7
4013164,1.0444032683038813,,0.8861914580262679,,,0.17091700155255765,0.7909235501947901,0.47118599330384026,,5
4106812,-1.3719859816007995,,-0.21393387174501047,,,0.17091700155255765,0.5441599415500857,-1.0674586511256754,,5
4116144,,-0.3391972960947807,0.31753835294489297,-0.18594002243136534,-0.00451742298593328,-0.04375331062544264,,0.6346845267328636,0.6144517843008459,7
4176440,1.787907652889937,,0.8861914580262679,,,0.17091700155255765,1.2844507674841987,0.47118599330384026,,5
4179629,1.2302793644503953,,-0.7639965366306496,,,0.17091700155255765,1.7779779847736075,1.1306051266307755,,5
4323684,-1.3719859816007995,,-0.7639965366306496,,,-0.1178500858747188,-0.19613088438402726,-1.0674586511256754,,5
4397140,-0.6284815970147439,,-0.7639965366306496,,,0.026533457838919427,0.5441599415500857,1.5702178821820658,,5
4489452,0.30089888371782564,,-0.48896520418783007,,,0.17091700155255765,0.2973963329053814,0.03157323775255009,,5
4660615,,1.1491112633471177,0.886187944198102,2.021363558434956,-0.43354747675984884,-0.7421009140795218,,0.6346845267328636,0.08395479825100673,7
4754245,-0.6284815970147439,,-0.7639965366306496,,,-10.65784877697031,1.5312143761289032,-1.2872650289013206,,5
4840310,,0.2986492293803186,0.4145512030885725,0.01472393946557296,0.21723319655141285,-0.121347488787007,,1.5683890152521107,0.08395479825100673,7
4846735,1.0444032683038813,,3.6365047824544634,,,0.17091700155255765,-0.19613088438402726,-0.8476522733500303,,5
4876388,,0.7238802463637182,0.8773916666838395,-0.08560804148289619,-0.16126526286116002,-0.27653584511013574,,0.6346845267328636,-0.18129369477391288,7
4907217,0.6726510760108535,,-0.7639965366306496,,,0.3153005452661959,0.7909235501947901,1.3504115044064207,,5
4996758,0.8585271721573674,,0.6111601255834482,,,0.17091700155255765,-0.4428944930287316,-0.4080395177987401,,5
5045093,-1.5578620777473136,,-0.21393387174501047,,,0.026533457838919427,0.7909235501947901,-1.0674586511256754,,5
5048861,-1.0002337893077717,,-0.48896520418783007,,,0.17091700155255765,1.2844507674841987,-0.4080395177987401,,5
5077019,,0.936495754855418,0.28737865325041556,0.4160518632594496,0.4027578271429043,-0.4317242014332644,,-0.29901996178638357,-0.9770391738486718,7
5111544,-1.5578620777473136,,0.6111601255834482,,,0.3153005452661959,-1.1831853189628445,-0.8476522733500303,,5
5134652,1.2302793644503953,,-0.48896520418783007,,,0.3153005452661959,-0.19613088438402726,1.1306051266307755,,5
5173678,-0.8143576931612578,,-0.48896520418783007,,,0.3153005452661959,1.5312143761289032,-0.4080395177987401,,5
5185629,,-0.3391972960947807,0.8773916666838395,1.5197036536926103,-1.159076269401211,-0.6645067359179575,,-0.29901996178638357,-0.18129369477391288,7
5218053,0.48677497986433954,,0.6111601255834482,,,-0.26223362958835705,1.0376871588394945,0.9107987488551305,,5
5225630,0.6726510760108535,,-0.21393387174501047,,,0.17091700155255765,-0.19613088438402726,0.9107987488551305,,5
5248069,0.11502278757131174,,-0.7639965366306496,,,0.3153005452661959,-0.19613088438402726,-0.6278458955743852,,5
5249716,,-0.5518128045864805,-0.0766315858202806,0.7170478061048571,-0.5189273752040113,-0.4317242014332644,,2.502093503771358,0.08395479825100673,7
5255045,-0.8143576931612578,,-0.7639965366306496,,,0.17091700155255765,-0.9364217103181403,-0.8476522733500303,,5
5273243,-0.8143576931612578,,-0.48896520418783007,,,-0.26223362958835705,1.0376871588394945,-0.18823314002309502,,5
5274302,-0.6284815970147439,,-0.7639965366306496,,,0.3153005452661959,0.5441599415500857,0.47118599330384026,,5
5316705,-0.07085330857520218,,-0.21393387174501047,,,0.3153005452661959,-0.4428944930287316,0.9107987488551305,,5
5325921,-0.8143576931612578,,-0.7639965366306496,,,0.17091700155255765,1.0376871588394945,-0.6278458955743852,,5
5358124,-1.1861098854542858,,1.1612227904690875,,,0.17091700155255765,0.2973963329053814,0.2513796155281952,,5
5405863,,-0.5518128045864805,0.554308531767854,-0.6875999271737111,-0.16694158219858743,-0.27653584511013574,,0.6346845267328636,-0.9770391738486718,7
5407982,1.2302793644503953,,0.33612879314062866,,,-0.5510007170156335,0.5441599415500857,0.47118599330384026,,5
5431746,-0.8143576931612578,,0.6111601255834482,,,0.3153005452661959,0.05063272426067709,0.03157323775255009,,5
5474866,,-0.9770438215698801,-0.2765557127513886,-0.3866039843283037,0.41545613355151856,-0.4317242014332644,,-0.29901996178638357,-0.9770391738486718,7
5541850,,1.5743422803305174,0.8751891466137209,2.021363558434956,-0.8460398179384355,-0.5869125577563932,,0.6346845267328636,-0.9770391738486718,7
5547764,,0.7238802463637182,-0.06932869480952991,-0.3866039843283037,-0.42380213709186776,-0.35413002327170007,,-0.29901996178638357,0.34920329127592636,7
5548663,,-1.4022748385532797,-0.7393961763466558,-1.7912517176068719,1.8420355625923706,0.8873768273133297,,-2.1664289388248776,-0.9770391738486718,7
5553652,-1.1861098854542858,,-0.48896520418783007,,,0.17091700155255765,0.05063272426067709,0.47118599330384026,,5
5579113,0.48677497986433954,,-0.48896520418783007,,,0.026533457838919427,-1.429948927607549,0.2513796155281952,,5
5595745,-1.5578620777473136,,0.0610974606978091,,,0.17091700155255765,-1.9234761448969577,-1.2872650289013206,,5
5599120,-1.1861098854542858,,-0.21393387174501047,,,0.3153005452661959,1.5312143761289032,0.2513796155281952,,5
5616564,,1.9995732973139169,0.6286959663519548,0.5163838442079187,-0.8014141570583594,-0.5093183795948287,,0.6346845267328636,1.144948770350685,7
5668038,0.30089888371782564,,0.33612879314062866,,,0.026533457838919427,1.2844507674841987,-0.18823314002309502,,5
5699250,0.11502278757131174,,-0.7639965366306496,,,-0.1178500858747188,0.5441599415500857,-0.8476522733500303,,5
5747369,,0.5112647378720184,0.07543641005715195,0.5163838442079187,0.36876394537689045,-0.4317242014332644,,-0.29901996178638357,0.6144517843008459,7
5769072,,0.2986492293803186,-0.9657840963986108,-0.8882638890706495,0.6308736084491952,-0.27653584511013574,,-0.29901996178638357,0.34920329127592636,7
5779787,1.416155460596909,,1.1612227904690875,,,0.3153005452661959,1.2844507674841987,1.1306051266307755,,5
5837455,,-1.6148903470449794,-0.514576603376272,0.11505592041404211,-0.15151992319317903,0.11143504569768607,,1.5683890152521107,-0.9770391738486718,7
5855462,1.416155460596909,,-0.21393387174501047,,,0.3153005452661959,1.2844507674841987,0.9107987488551305,,5
5895685,-1.0002337893077717,,0.8861914580262679,,,0.3153005452661959,0.2973963329053814,0.9107987488551305,,5
5942259,-1.3719859816007995,,-1.0390278690734691,,,0.17091700155255765,-0.6896581016734359,0.03157323775255009,,5
5957089,,1.786957788822217,0.7973371985801377,0.8173797870533263,-0.6444367030392936,-0.121347488787007,,1.5683890152521107,1.6754457564005245,7
6055890,1.2302793644503953,,0.0610974606978091,,,0.3153005452661959,1.2844507674841987,-0.18823314002309502,,5
6070132,-0.44260550086823003,,-0.48896520418783007,,,0.3153005452661959,0.2973963329053814,1.1306051266307755,,5
6093166,0.8585271721573674,,1.1612227904690875,,,-0.5510007170156335,1.5312143761289032,-0.18823314002309502,,5
6192939,,-0.9770438215698801,-0.18362391487056667,0.6167158251563879,0.31987166715169674,0.34421758018237913,,0.6346845267328636,-0.18129369477391288,7
6254193,,-0.12658178760308095,-0.13179060788470687,0.21538790136251126,-0.20861427633803029,-0.27653584511013574,,-0.29901996178638357,0.6144517843008459,7
6270994,,0.2986492293803186,0.41738789614723837,0.4160518632594496,-0.38167021466474665,-0.27653584511013574,,1.5683890152521107,1.4101972633756048,7
6324100,1.0444032683038813,,0.33612879314062866,,,0.17091700155255765,0.5441599415500857,0.47118599330384026,,5
